date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:49:27	288668/288668	---M--	200	added ('OK')	image/png	etag:%224679c-6707ac28-3210c5e53b14360f;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/product/gallery02.png	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/product/gallery02.png	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/shop-details.html)
10:49:27	347607/347607	---M--	200	added ('OK')	image/png	etag:%2254dd7-6707ac28-891a85c7af1d765a;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/product/gallery03.png	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/product/gallery03.png	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/shop-details.html)
10:49:28	396693/396693	---M--	200	added ('OK')	image/png	etag:%2260d95-6707ac28-6369a6c291607ccd;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/product/gallery05.png	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/product/gallery05.png	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/shop-details.html)
10:49:28	333747/333747	---M--	200	added ('OK')	image/png	etag:%22517b3-6707ac28-a18c0eb100c1e02;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/product/gallery04.png	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/product/gallery04.png	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/shop-details.html)
10:49:28	39079/39079	---M--	200	added ('OK')	image/png	etag:%2298a7-6707ac28-b0547e681d7a25a7;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/avatar/avatar.png	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/avatar/avatar.png	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/shop-details.html)
10:49:28	14464/14464	---M-Z	200	added ('OK')	application/x-javascript	etag:%223880-6707ac28-11fd72fcd9bf0f8;gz%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/js/rater.js	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/js/rater.js	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/shop-details.html)
10:49:29	71385/71385	---M--	200	added ('OK')	image/png	etag:%22116d9-6707ac28-81b302e34f253566;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/product/Products01.png	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/product/Products01.png	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/cart.html)
10:49:29	59975/59975	---M--	200	added ('OK')	image/png	etag:%22ea47-6707ac28-5b654ed72f68859c;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/product/Products02.png	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/product/Products02.png	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/cart.html)
10:49:29	1447/1447	---M--	200	added ('OK')	image/png	etag:%225a7-6707ac28-56baf6048f990e22;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/icons/payment-visa.png	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/icons/payment-visa.png	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/checkout.html)
10:49:30	1373/1373	---M--	200	added ('OK')	image/png	etag:%2255d-6707ac28-e6635fd7bcb64695;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/icons/payment-pay.png	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/icons/payment-pay.png	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/checkout.html)
10:49:30	1548/1548	---M--	200	added ('OK')	image/png	etag:%2260c-6707ac28-3eba38f91d429fd6;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/icons/payment-master.png	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/icons/payment-master.png	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/checkout.html)
10:49:30	1312/1312	---M--	200	added ('OK')	image/png	etag:%22520-6707ac28-30f7fbb1cbbfb83a;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/icons/cash.png	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/icons/cash.png	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/checkout.html)
10:49:30	1732/1732	---M-Z	200	added ('OK')	application/x-javascript	etag:%226c4-6707ac28-d38025d4b165d490;gz%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/js/contact.js	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/js/contact.js	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/login.html)
10:49:31	90307/90307	---M--	200	added ('OK')	image/png	etag:%22160c3-6707ac28-ad8dd9a1a28bf355;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/team/team05.png	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/team/team05.png	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/monks.html)
10:49:31	89887/89887	---M--	200	added ('OK')	image/png	etag:%2215f1f-6707ac28-9a043585d87274dd;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/team/team06.png	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/team/team06.png	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/monks.html)
10:49:31	93631/93631	---M--	200	added ('OK')	image/png	etag:%2216dbf-6707ac28-1681c5143139e418;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/team/team07.png	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/team/team07.png	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/monks.html)
10:49:32	82257/82257	---M--	200	added ('OK')	image/png	etag:%2214151-6707ac28-4037743543b62a10;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/team/team08.png	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/team/team08.png	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/monks.html)
10:49:32	37576/37576	---M--	200	added ('OK')	image/jpeg	etag:%2292c8-6707ac28-38f64ca40c121228;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/team/team-details.jpg	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/team/team-details.jpg	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/monk-details.html)
10:49:32	136202/136202	---M--	200	added ('OK')	image/jpeg	etag:%222140a-6707ac28-e469cfd4b7b2fe0b;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/services/service-02.jpg	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/services/service-02.jpg	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/services-details.html)
10:49:33	84062/84062	---M--	200	added ('OK')	image/jpeg	etag:%221485e-6707ac28-c904e6fd07df952f;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/services/service-01.jpg	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/services/service-01.jpg	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/services-details.html)
10:49:33	94395/94395	---M--	200	added ('OK')	image/jpeg	etag:%22170bb-6707ac28-f8e0a16c1e175785;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/services/service-03.jpg	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/services/service-03.jpg	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/services-details.html)
10:49:34	70700/70700	---M--	200	added ('OK')	image/jpeg	etag:%221142c-6707ac28-de5fc389f0d35b73;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/big/big-thumb01.jpg	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/big/big-thumb01.jpg	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/gallery.html)
10:49:34	843983/843983	---M--	200	added ('OK')	image/png	etag:%22ce0cf-6707ac28-d64fc5b235cb2439;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/section/faq.png	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/section/faq.png	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/faq.html)
10:49:35	180311/180311	---M--	200	added ('OK')	image/jpeg	etag:%222c057-6707ac28-dde712436e7b0f24;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/big/big-thumb06.jpg	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/big/big-thumb06.jpg	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/gallery.html)
10:49:35	45064/45064	---M--	200	added ('OK')	image/jpeg	etag:%22b008-6707ac28-6f49f58e12910d78;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/thumb/thumb01.jpg	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/thumb/thumb01.jpg	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/gallery.html)
10:49:35	112244/112244	---M--	200	added ('OK')	image/jpeg	etag:%221b674-6707ac28-54d4dd2670a482a;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/thumb/thumb06.jpg	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/thumb/thumb06.jpg	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/gallery.html)
10:49:36	117977/117977	---M--	200	added ('OK')	image/jpeg	etag:%221ccd9-6707ac28-1f7506a978582246;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/big/big-thumb03.jpg	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/big/big-thumb03.jpg	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/gallery.html)
10:49:36	75365/75365	---M--	200	added ('OK')	image/jpeg	etag:%2212665-6707ac28-a644f9e1c4fa8d0c;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/thumb/thumb03.jpg	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/thumb/thumb03.jpg	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/gallery.html)
10:49:36	142677/142677	---M--	200	added ('OK')	image/jpeg	etag:%2222d55-6707ac28-a87ac16d94e6156f;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/big/big-thumb04.jpg	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/big/big-thumb04.jpg	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/gallery.html)
10:49:36	86324/86324	---M--	200	added ('OK')	image/jpeg	etag:%2215134-6707ac28-c0eb3443c9b092ab;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/thumb/thumb04.jpg	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/thumb/thumb04.jpg	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/gallery.html)
10:49:37	83896/83896	---M--	200	added ('OK')	image/jpeg	etag:%22147b8-6707ac28-6ead86715fddd661;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/big/big-thumb05.jpg	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/big/big-thumb05.jpg	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/gallery.html)
10:49:37	39658/39658	---M--	200	added ('OK')	image/jpeg	etag:%229aea-6707ac28-5569dad7b545438c;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/thumb/thumb05.jpg	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/thumb/thumb05.jpg	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/gallery.html)
10:49:37	183299/183299	---M--	200	added ('OK')	image/jpeg	etag:%222cc03-6707ac28-b71fe4f6018c124d;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/big/big-thumb02.jpg	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/big/big-thumb02.jpg	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/gallery.html)
10:49:37	108636/108636	---M--	200	added ('OK')	image/jpeg	etag:%221a85c-6707ac28-958d52ac32928bc1;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/thumb/thumb02.jpg	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/thumb/thumb02.jpg	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/gallery.html)
10:49:38	116928/116928	---M--	200	added ('OK')	image/jpeg	etag:%221c8c0-6707ac28-e52f69a91f99661;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/big/big-thumb07.jpg	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/big/big-thumb07.jpg	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/gallery.html)
10:49:38	65064/65064	---M--	200	added ('OK')	image/jpeg	etag:%22fe28-6707ac28-123b9ebe63f3052f;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/thumb/thumb07.jpg	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/thumb/thumb07.jpg	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/gallery.html)
10:49:38	123647/123647	---M--	200	added ('OK')	image/jpeg	etag:%221e2ff-6707ac28-f6ef8cadb09f475b;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/big/big-thumb08.jpg	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/big/big-thumb08.jpg	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/gallery.html)
10:49:39	81900/81900	---M--	200	added ('OK')	image/jpeg	etag:%2213fec-6707ac28-73db75cb4c768015;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/thumb/thumb08.jpg	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/gallery/thumb/thumb08.jpg	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/gallery.html)
10:49:39	89031/89031	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215bc7-6707ac28-3e37125b0b560b77;gz%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/js/mixitup.min.js	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/js/mixitup.min.js	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/gallery-mixed.html)
10:49:39	59448/59448	---M--	200	added ('OK')	image/jpeg	etag:%22e838-6707ac28-c1d82ad531fa7e2e;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/blog/blog-post01.jpg	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/blog/blog-post01.jpg	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/blog.html)
10:49:40	150990/150990	---M--	200	added ('OK')	image/jpeg	etag:%2224dce-6707ac28-682075d63771bed3;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/blog/blog-post03.jpg	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/blog/blog-post03.jpg	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/blog.html)
10:49:40	33808/33808	---M--	200	added ('OK')	image/png	etag:%228410-6707ac28-99997ed0e1ecdf3a;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/instagram/insta01.png	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/instagram/insta01.png	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/blog.html)
10:49:40	31448/31448	---M--	200	added ('OK')	image/png	etag:%227ad8-6707ac28-148e50a690557877;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/instagram/insta02.png	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/instagram/insta02.png	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/blog.html)
10:49:40	31930/31930	---M--	200	added ('OK')	image/png	etag:%227cba-6707ac28-81fb822d5e30c565;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/instagram/insta03.png	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/instagram/insta03.png	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/blog.html)
10:49:41	34451/34451	---M--	200	added ('OK')	image/png	etag:%228693-6707ac28-8617ec9cd7d92dc7;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/instagram/insta04.png	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/instagram/insta04.png	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/blog.html)
10:49:41	34012/34012	---M--	200	added ('OK')	image/png	etag:%2284dc-6707ac28-d4a30e90725e2474;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/instagram/insta05.png	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/instagram/insta05.png	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/blog.html)
10:49:41	28056/28056	---M--	200	added ('OK')	image/png	etag:%226d98-6707ac28-1735638bf74cfa5b;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/instagram/insta06.png	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/instagram/insta06.png	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/blog.html)
10:49:42	12054/12054	---M--	200	added ('OK')	image/png	etag:%222f16-6707ac28-55aa7471ed2f4969;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/blog/details/comment-1.png	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/blog/details/comment-1.png	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/blog-details.html)
10:49:42	13956/13956	---M--	200	added ('OK')	image/png	etag:%223684-6707ac28-68834e593f03b893;;;%22	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/blog/details/comment-2.png	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/images/blog/details/comment-2.png	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/blog-details.html)
10:49:42	870/870	---MC-	200	added ('OK')	text/javascript	date:Thu,%2024%20Oct%202024%2005:19:42%20GMT	https://www.google.com/recaptcha/api.js	C:/My%20Web%20Sites/Buddhism-Life/www.google.com/recaptcha/api.js	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/contact.html)
10:49:43	130396/130396	---M--	200	added ('OK')	font/woff2	etag:W/%221fd5c-Agw8b5KAoxXoQl1/kuFbzQzdobI%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6	C:/My%20Web%20Sites/Buddhism-Life/cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/fonts/bootstrap-icons0107.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/bootstrap-icons.css)
10:49:43	176032/176032	---M--	200	added ('OK')	font/woff	etag:W/%222afa0-1YMf05uvE6/3Ym5IO5oIlzDxhgQ%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/fonts/bootstrap-icons.woff?dd67030699838ea613ee6dbda90effa6	C:/My%20Web%20Sites/Buddhism-Life/cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/fonts/bootstrap-icons0107.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/bootstrap-icons.css)
10:49:44	37500/37500	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202024%2005:19:44%20GMT	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/css/owl.video.play.png	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/css/owl.video.play.png	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/css/owl.carousel.min.css)
10:49:46	37480/37480	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202024%2005:19:46%20GMT	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/style.css	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/style.css	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/js/rater.js)
10:49:46	68/68	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Oct%202024%2005:19:46%20GMT	https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/contact.php	C:/My%20Web%20Sites/Buddhism-Life/themeslay.com/preview/items/HTML-Websites/Buddhism-Life/contact-2.html	(from https://themeslay.com/preview/items/HTML-Websites/Buddhism-Life/assets/js/contact.js)
10:49:46	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/bootstrap-icons.css)
